FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2
-0.94565845,-0.0011105277,-2.201453,-0.013312276,-0.5870192,-0.0024434552,-0.67638546,0.005699143,-2.2330713,-0.021040715,-1.163473,0.0040467847,-0.6917731,-0.01964765,-2.14205,0.002651142,-1.1555886,-0.001745834,-0.9740602,0.0017019752,-2.0740547,-0.0005255658,-0.5899556,0.0075498275,-0.011145001,-0.00037378166,-0.0038536522,-3.6176294e-05
-0.98447955,0.0033086278,-2.7016664,0.00018492155,-1.331513,-0.00071643665,-0.7829834,0.003774561,-2.2556965,0.008698188,-0.65454936,-0.0060994476,-0.731879,-0.0013003647,-2.3846,-0.0022888752,-0.63829136,0.0003212071,-1.0191686,-0.0024286527,-2.5878046,-0.0018700119,-1.2909113,0.00040821824,-0.004058279,-0.0025024149,-0.0010447456,0.00029635057
-0.8830058,-0.028735898,-1.7513492,-0.030085398,-0.62122554,-0.015718628,-0.6586145,-0.0055412576,-1.7057515,-0.033732988,-0.91475177,0.0065031946,-0.65193725,-0.050782785,-1.6320719,0.00561866,-0.7711083,-0.023982598,-0.838372,0.022577584,-1.8471905,0.0052530523,-0.8238377,0.025638197,-0.011339742,-0.014154225,-0.03108085,-0.020527761
-1.2327241,-0.009647429,-3.631705,-0.0039928276,-1.8241458,0.020933516,-0.8716675,-0.012243319,-2.824327,0.017017841,-0.5509186,0.008895159,-0.8679898,-0.010004565,-2.6825345,0.0029963404,-0.5076682,-0.0007257741,-1.2496246,0.0022339877,-3.4787416,0.004751941,-1.7447425,0.0005514596,0.003799282,0.00061018113,0.0008642293,-0.00080880243
-0.95994234,0.004460208,-2.194474,0.0016801823,-1.1015004,-0.00011540577,-0.7432814,0.0030908845,-1.9359744,0.0039516427,-0.823025,-0.0065285712,-0.72074884,0.00081849284,-2.2596726,-0.002231758,-0.8127611,0.0003018328,-0.9154966,-0.0023291558,-2.3100498,-0.0016419683,-1.0528713,-8.940615e-05,-0.0029589012,-0.0018821228,-0.00074045954,8.8901725e-05
-0.88687956,0.006354464,-2.050722,0.003963718,-0.7902384,-0.013324976,-0.67222536,0.008067347,-1.9548558,-0.019631967,-0.72311276,0.0039396156,-0.6648805,0.0074074343,-1.7818623,-0.0023679873,-0.7080203,0.0009605321,-0.92206836,-0.002557273,-2.0291421,-0.0037512183,-0.8366498,-0.0002497076,-0.0035713334,-0.0008799266,-7.91318e-05,0.0018014752
-1.0929681,-0.0060677305,-2.8634946,-0.0047241803,-1.4829094,0.012281217,-0.8220148,-0.0057597235,-2.5447838,0.02637621,-0.64382863,-0.0011620969,-0.76088834,-0.008720409,-2.6050646,0.0028945245,-0.6489713,-0.00037936913,-1.1148521,0.0018409453,-2.973126,0.00021691434,-1.3502789,0.00025584968,0.0033196975,-3.1240284e-05,0.0010763322,-0.0011812532
-0.785421,0.013779303,-1.2399304,0.0052288733,-0.38816267,-0.008224133,-0.5934764,0.009232754,-1.4236566,-0.00918204,-0.9295728,-0.019553378,-0.5793283,0.009059105,-1.5268722,-0.004562366,-0.93988055,0.0021891305,-0.6585425,-0.0065459106,-1.3848164,-0.00836759,-0.37338814,-0.0011066333,-0.009191678,-0.0037413258,-0.00018967676,0.0012639258
-0.8090706,0.010489717,-1.5880564,0.004855062,-0.6286564,-0.0064394437,-0.62621725,0.0105052125,-1.5165783,-0.009093303,-0.7852876,-0.011114271,-0.6139029,0.0077343658,-1.6294284,-0.003976944,-0.8570231,0.0014988114,-0.71632576,-0.005150819,-1.5816014,-0.0082332315,-0.6268267,-0.00057734165,-0.007431128,-0.003608327,-0.00056610117,0.001566729
-0.82686615,0.00833348,-2.0121257,0.0045545977,-0.65291405,-0.009616643,-0.62882197,0.008405969,-1.927973,-0.02385129,-0.9505727,0.0011827648,-0.6403597,0.003445508,-1.9117144,-0.0031755008,-0.91524863,0.0011805394,-0.82266057,-0.0037521347,-1.8285922,-0.0069651287,-0.6913694,0.00058232504,-0.008045242,-0.0046711927,-0.00053978607,0.0023725282
-0.91226375,0.00311568,-1.9000206,0.0010689124,-0.52693284,-0.0019596256,-0.6722323,-0.0018403865,-1.9584085,-0.0019797757,-0.93532,-0.007966824,-0.65187454,-3.321469e-05,-2.0128708,-0.0008647945,-0.91447747,0.0007932149,-0.8595736,-0.0018166481,-1.8905146,-0.00033332966,-0.52885395,-0.00083861744,-0.0023541655,-0.0015540821,0.0004649792,7.26236e-05
-0.84235334,0.0052780807,-1.6492374,0.0037522856,-0.35138136,-0.009241965,-0.61521566,0.003957458,-1.7368754,-0.018548083,-0.9049146,-0.00028378144,-0.6205282,0.0040118285,-1.7508768,-0.0020231782,-0.9223096,0.00069559366,-0.7671019,-0.0019275062,-1.6295177,-0.0023858529,-0.40340024,-9.8828576e-05,-0.003969526,-0.0023257406,5.2960822e-05,0.0014302996
-0.7786131,0.006213527,-1.3504254,-0.015127866,-0.24473774,-0.013880305,-0.59270537,0.013339147,-1.6565526,-0.02868476,-0.9896157,-0.004493,-0.5755782,-0.015019171,-1.5031136,0.0008063987,-0.98207814,-0.0020046937,-0.71081483,1.1084601e-05,-1.344553,-0.0062350743,-0.33916885,0.00974091,-0.01745863,-0.00066005345,-0.0059452318,0.00017244043
-0.82447565,0.010997523,-1.4775076,0.004748976,-0.34723872,-0.012747396,-0.62075144,0.00748338,-1.7307739,-0.010160498,-1.0562825,-0.0071824715,-0.5975706,0.012461485,-1.6965472,-0.0039212964,-1.0000879,0.0014319052,-0.79179156,-0.0047834627,-1.5675384,-0.0049484987,-0.39628708,-0.0010079667,-0.004900126,-0.0010182764,-0.0003349213,0.0012025377
-0.71556234,0.015072294,-1.3203833,0.006510783,-0.45509312,-0.022756036,-0.57182556,0.01862443,-1.3729262,-0.025213473,-0.7783449,-0.0076044034,-0.5601509,0.013947697,-1.466619,-0.0051778005,-0.7576147,0.0019535879,-0.7071904,-0.005694966,-1.4139441,-0.0076413434,-0.5312382,-0.0007569501,-0.008440452,-0.002251117,-0.00056651514,0.0023411652
-0.96189785,-0.0030588992,-1.8716598,-0.001356326,-0.20236385,0.01131212,-0.670213,-0.0054741614,-2.303704,0.010054231,-1.4532522,0.0010745302,-0.6697112,-0.0025235787,-2.3502073,0.001464556,-1.4632931,-9.629922e-05,-0.8938116,0.00079231896,-1.9462487,0.0015684627,-0.1848618,-0.00027839013,0.0018888768,-0.0003174385,0.0010531641,-0.0004876838
-0.9638846,-0.0014590211,-1.8175006,-0.001448486,-0.20030904,0.0045853853,-0.6948439,-0.0034101196,-2.3456626,0.0090992,-1.5524476,0.0025178287,-0.6760912,0.0020409022,-2.3515666,0.0008484274,-1.5209236,-0.00033618044,-0.9684231,0.0004823245,-1.9499524,0.0025210287,-0.20927605,-0.00039535132,0.0030321684,0.002146191,0.00044374086,-0.0005820943
-0.9053427,0.0010161921,-1.7319112,-0.0012067277,-0.10905439,0.004087638,-0.65631133,-0.0026713684,-2.342829,0.0054118335,-1.581136,-0.0022607967,-0.65085095,-0.0023852885,-2.4177353,1.911819e-05,-1.5940828,-0.00031094393,-0.8792925,-0.0010749791,-1.6776915,-0.0001881402,-0.08850587,-0.00017376815,-0.00012209825,-0.0017070975,-0.000237584,-0.00064409245
-0.84582615,0.0055420287,-1.6202831,0.0026876014,-0.22014625,-0.011377461,-0.61655545,0.0029817373,-1.8512818,-0.009515639,-1.0186558,-0.005498236,-0.59392065,0.0057132076,-1.7254565,-0.0015127547,-1.0017549,0.0008467743,-0.7680285,-0.0016681803,-1.4527395,-0.0026181284,-0.27762702,-0.0009534373,-0.0030277167,-0.00076653715,0.0003610159,0.00076972693
-0.8731686,0.011145178,-1.6605252,0.004463923,-0.63869125,-0.009813912,-0.6612452,0.0055074543,-1.7082454,-0.007866878,-0.9603845,-0.0076985005,-0.64320827,0.01422273,-1.6412064,-0.0038979053,-0.93362015,0.0013786596,-0.83408606,-0.004781139,-1.6749973,-0.005353749,-0.70532966,-0.0010040761,-0.004931841,0.0012809308,-0.0005085311,0.0013310164
-0.8255652,0.008457821,-1.29443,0.001719892,-0.08501577,-0.014840353,-0.61987555,0.010444591,-1.8830881,-0.0118445605,-1.3378723,-0.0048459247,-0.5986805,0.009923333,-1.8144352,-0.0023697168,-1.3482082,0.00084808655,-0.84548557,-0.0023486875,-1.4637232,-0.001528414,-0.12483549,-0.00028768997,-0.0037164614,0.0011843517,-0.000364742,0.00070563285
-0.83067775,0.0027456172,-1.6123253,0.0007782858,-0.20519191,-0.0063051507,-0.62966514,0.006446041,-2.125913,-0.00850505,-1.3674145,-0.0028024465,-0.61658335,-0.0023597032,-2.1524162,-0.00049522053,-1.391144,0.00076379813,-0.8472173,-0.0011334363,-1.6804272,-0.0028296523,-0.17119962,-0.00020829984,-0.0031326823,-0.003052493,0.00035464286,0.0006172573
-0.97189534,-0.0075223222,-1.8804909,-0.026394052,-0.29387504,0.0033930577,-0.6850757,0.0036189705,-2.2399185,-0.00926549,-1.3097521,0.0023313425,-0.6735241,-0.03092426,-2.097845,0.0068174675,-1.3729937,-0.0038908916,-0.95672023,0.0058717392,-1.8847057,0.0032757968,-0.31153464,0.012206219,-0.011554677,0.0045276145,-0.005984223,-0.0020657047
-0.87809294,0.0037520379,-1.9957235,0.002355191,-0.69701934,-0.0063952953,-0.6669271,0.0038947128,-1.9522878,-0.004554484,-0.8069786,-0.0050519984,-0.6373022,0.0011136178,-1.9731932,-0.0014472082,-0.8316327,0.0006371327,-0.84133387,-0.0020093583,-1.912813,-0.004760653,-0.6771502,-0.00039138226,-0.003237415,-0.0035700565,-8.036697e-05,0.0005790484
-0.9360492,-0.0037587658,-1.8357283,-0.0025272947,-0.106814615,0.0043101683,-0.6737188,-0.0015046634,-2.5241678,0.0066571757,-1.6061759,0.0009774119,-0.65964997,-0.0072164163,-2.5922763,0.0014707092,-1.6584723,-0.0006019403,-0.90079916,0.0016155913,-1.8704158,0.0018185619,-0.040674374,0.0005101764,0.0007062312,-0.001231106,0.0004068216,-0.000480406
-1.0084883,-0.009552363,-2.003569,-0.0057398416,0.21824256,0.012513466,-0.7031833,-0.0072908476,-3.035604,0.018063948,-2.1485674,4.29824e-05,-0.6908411,-0.013261337,-3.001985,0.004015742,-2.2277625,-0.00079915766,-1.0488493,0.003280053,-1.8658488,0.0059917197,0.31079888,7.720897e-06,0.0044858363,0.0002105115,0.000971421,-0.0018368573
-0.74556375,0.013209686,-1.2965915,0.0055072308,-0.17950217,-0.012954831,-0.5605472,0.0113545805,-1.5674595,-0.01583837,-0.9966397,-0.008641882,-0.54971945,0.009893559,-1.6134328,-0.00429329,-0.95895624,0.0013259551,-0.66016555,-0.005526023,-1.2956736,-0.009313954,-0.21279356,-0.00044532726,-0.008329302,-0.0042507923,-0.00049240247,0.0018181955
-0.8021406,0.0076183677,-1.4383188,0.0020033251,0.024189033,-0.0078866035,-0.5884036,0.010017745,-2.1759675,-0.009095345,-1.5783607,-0.0047030095,-0.58153707,0.0043348614,-2.0422637,-0.002436582,-1.6373901,0.0008994341,-0.80004334,-0.0033427551,-1.3517962,-0.0063185375,0.023889288,0.0005157322,-0.0063741393,-0.0027461974,-0.00053475576,0.0013268944
-0.8540677,0.0034748465,-1.8314997,0.0007278025,-0.352076,-0.0034778342,-0.64793694,0.007739786,-2.1941612,-0.0056491606,-1.3124493,-0.0010448657,-0.6401429,-0.0015534014,-2.2672348,-0.0014187312,-1.333802,0.00051461766,-0.8860712,-0.0020189965,-1.8548192,-0.0021513123,-0.31443763,4.8732618e-05,-0.003729649,-0.0031608967,-0.0002713931,0.00071924785
-1.0145688,-0.003556028,-2.2934535,-0.0017059632,-0.56549037,0.0009841248,-0.7546896,-0.0071780942,-2.6471832,0.005057737,-1.5758047,0.005819505,-0.74287885,0.0004950911,-2.5922909,0.0012946632,-1.5051031,-0.00022635795,-1.0369576,0.0016682483,-2.2163026,0.0030096825,-0.61470145,-0.00021235272,0.0032727346,0.004264827,0.00047400466,-0.00013566436
-1.0914531,-0.012992382,-2.6751213,-0.0061014425,-0.3787791,0.019124612,-0.77287966,-0.014688458,-3.148046,0.019095317,-1.7889186,0.010002095,-0.77149093,-0.013989814,-3.0149918,0.0046711713,-1.8480785,-0.0015728176,-1.1511015,0.0045395717,-2.3710105,0.0058520027,-0.3595913,0.0007464632,0.0061488934,0.0010571983,0.00056182325,-0.0015236093
-0.8357043,0.008271163,-1.4850696,0.0038304124,-0.26984277,-0.0037292987,-0.6087781,0.0075045526,-1.8717241,-0.0061228275,-1.1933949,-0.00948671,-0.5994923,0.0057802293,-1.7759689,-0.002709888,-1.2079747,0.0019665402,-0.7620857,-0.0046162596,-1.5466069,-0.006359201,-0.22569759,-0.0010159618,-0.0058068,-0.002820122,0.0006217259,0.0014175465
-0.897367,0.0059523657,-1.7356484,0.003775266,-0.6263236,-0.009212825,-0.68559253,0.00077394024,-1.8172833,-0.0060125403,-1.038678,-0.0063425153,-0.67056787,0.0073696543,-2.031094,-0.0028631007,-0.98665965,0.00086961314,-0.80192196,-0.0023956262,-1.8255829,0.000110544264,-0.6905137,-0.0009745162,-0.0017072577,0.00024487823,-0.00018050277,0.00045908662
-0.9542419,-0.008134864,-1.6868532,-0.024213882,-0.27268565,-0.0024983324,-0.698383,-2.0373613e-05,-2.0948176,-0.014831599,-1.3591399,0.005193807,-0.6736436,-0.027052049,-2.0633087,0.0068329386,-1.319278,-0.0040877266,-0.91062176,0.0076188743,-1.8128486,0.0048408173,-0.36629677,0.011655325,-0.009263866,0.0060580354,-0.0055707563,-0.0020398963
-0.9481399,0.0015553571,-2.1934311,-0.0002827067,-0.89581144,-0.003491912,-0.7345005,0.0029502101,-2.3413033,-0.004089441,-1.186831,0.0058420245,-0.7263088,0.0037652943,-2.344937,-0.00070492644,-1.1730087,5.4717995e-05,-1.0049258,-0.00068431534,-2.3194046,-0.000366522,-0.92936915,0.0004258731,0.00015137531,0.0017695567,-0.00037108595,0.00053661084
-0.8354604,0.0073291473,-1.8471458,0.0028151413,-0.64742774,-0.012740057,-0.6604514,0.009433931,-1.814894,-0.007864814,-0.82904494,-0.011494473,-0.61688244,0.0016574208,-1.964649,-0.0029819505,-0.8684729,0.0012856873,-0.7945081,-0.0029900502,-1.7871975,-0.004213117,-0.6359789,-0.000119973556,-0.006495569,-0.0044531752,-0.00051049073,0.0008531264
-1.0077959,0.0008838698,-2.6125119,0.000981601,-0.8786344,0.006893676,-0.706991,-0.00031665713,-2.3539038,-0.012436859,-1.1431253,0.006077161,-0.75432795,-0.0013429001,-2.1787682,-0.0005790768,-1.1948521,0.0007264558,-1.0414333,-0.002335134,-2.3749244,-0.0022324212,-0.8682457,0.00058140396,-0.0037920196,-0.0009736279,-7.2582625e-05,0.0016414206
-0.9096595,0.0061658192,-1.9776748,0.0009808931,-1.0319129,-0.010240242,-0.7079917,0.0065532364,-1.8695774,0.0016408972,-0.59633243,-0.010310251,-0.6462481,0.0052217133,-1.7933067,-0.0015531853,-0.5580899,0.0010432301,-0.87792206,-0.0018743882,-2.0968478,-0.0037256926,-1.0127634,-0.0005737097,-0.0031594485,-0.0006435774,0.00015354645,8.717878e-05
-0.7553557,0.015536286,-1.6259092,0.008073053,-0.7352036,-0.01853082,-0.59613556,0.012620103,-1.4144605,-0.030878255,-0.5710436,-0.011069098,-0.60969985,0.009719461,-1.4795747,-0.0062443605,-0.4867238,0.0017490983,-0.6709906,-0.006805702,-1.5652416,-0.0076144803,-0.83149207,-0.0005779156,-0.011340983,-0.0050177756,-0.0012951386,0.0022154911
-1.0390208,-0.0074734017,-2.2189922,-0.004380975,-0.42754614,0.008323114,-0.75727004,-0.009643372,-2.6801262,0.01368276,-1.6415074,0.0040785614,-0.7463094,-0.006538857,-2.8207624,0.003043238,-1.670234,-0.0012141559,-1.0872481,0.0034531243,-2.247299,0.0059417486,-0.43615425,0.00031538494,0.005248558,0.0031695776,0.00030868535,-0.0015069409
-0.8080092,0.0130660795,-1.6192397,0.0050133737,-0.4776505,-0.014319077,-0.6171221,0.009580456,-1.754484,-0.013549648,-0.9993546,-0.006832896,-0.6057272,0.013991635,-1.6800219,-0.004581932,-0.9420687,0.0017164191,-0.78351545,-0.0056574587,-1.5594823,-0.006788701,-0.5589553,-0.0008105042,-0.006914353,-0.00046228245,-0.00055315124,0.0018770623
-0.86027217,0.003539428,-1.9659287,0.0017421674,-0.56277114,0.0017977916,-0.659328,0.0015544221,-2.1018698,-0.00040502474,-1.1705242,1.7903745e-05,-0.6457108,0.0007032268,-2.273295,-0.0012134211,-1.1381902,0.0006434396,-0.82886374,-0.0020631216,-1.9418858,-0.0060581956,-0.57134414,0.00017050141,-0.003574185,-0.0033338047,0.00016014406,0.0011189166
-1.1595616,-0.0073396116,-2.8746936,-0.004608622,-1.2338921,0.014660735,-0.8531641,-0.013987221,-2.64176,0.025108323,-1.1200371,-0.00461369,-0.8183427,-0.0067098252,-2.7350154,0.001818385,-1.1051457,-0.0006155884,-1.1815889,0.0019261297,-2.8365698,0.008253083,-1.2165781,6.4434484e-05,0.0038469844,0.0040452257,0.00011899194,-0.0016956199
-0.7621384,0.011349961,-1.7831463,0.0067394646,-0.749085,-0.020949662,-0.5986412,0.020178756,-1.6358787,-0.03490158,-0.5384891,0.0011439882,-0.59371203,0.007202154,-1.4549575,-0.004485976,-0.4914919,0.0016487488,-0.8033365,-0.0043998184,-1.8277874,-0.0068287794,-0.786343,0.00023977901,-0.009310268,-0.0055035576,-0.00047680957,0.0029020885
-0.9731146,0.0011087321,-1.8723888,-0.0003061723,-0.9296122,0.00427372,-0.74378467,-0.0043693,-1.7948592,0.010549746,-0.9658619,-0.008396061,-0.7065693,0.007087175,-1.8431578,-0.0005838927,-0.9176758,0.00038439082,-0.8651377,0.00069616735,-2.0211642,0.0031100828,-1.0152559,-0.00050176075,0.0001777336,0.0048590517,0.00032939564,-0.0004222002
-1.1591599,-0.0029175691,-3.343573,-0.0006028656,-2.1151562,0.005186282,-0.86888146,-0.0033824071,-2.4324067,-0.017405998,-0.6445788,0.024772279,-0.9283426,0.0041231085,-2.5790942,0.0013782885,-0.5443445,-0.0007670773,-1.3190998,0.0022522341,-3.532511,0.001921799,-2.205169,0.0022261017,0.0022821147,0.00601778,-0.00023164402,0.0012654639
-1.0926862,-0.0024995878,-2.857928,-0.0033560712,-1.2075982,0.001364857,-0.8204318,-0.007506527,-2.6484628,0.01201278,-0.9080875,0.000566775,-0.787946,-0.0029226616,-2.734068,0.00059141964,-0.8517936,-0.00055851554,-1.0733497,0.00061146915,-2.8304045,0.0029058661,-1.1819675,0.00054113404,0.0013622437,0.0018683374,-0.00033934193,-0.00077770464
-0.8712559,0.0011583865,-2.2612453,0.0021579172,-0.9997436,-0.011457987,-0.6989877,0.009861579,-2.2613792,-0.021208778,-0.84064806,0.006997004,-0.6992682,-0.0035153627,-2.1997223,-0.0015157694,-0.89261204,3.442634e-05,-0.9429995,-0.00031452812,-2.182195,-0.0014690515,-1.0259072,0.0009538196,-0.0033037122,-0.0035727047,-0.00080961065,0.001340746
-0.7453408,0.01398102,-1.5935237,0.0053093107,-0.6008324,-0.013776366,-0.5815891,0.017070625,-1.550973,-0.017633699,-0.69901216,-0.006472353,-0.56697005,0.010084931,-1.5221025,-0.0044435896,-0.65355664,0.0019770898,-0.7610419,-0.006416684,-1.6552904,-0.010462311,-0.6007292,-0.0005930244,-0.009271196,-0.0037524025,-0.00014910602,0.0025919217
-0.84512365,0.007909507,-1.9355716,0.0038707405,-0.64095044,-0.007556349,-0.62456423,0.0065700077,-1.8397295,-0.020112503,-0.89705133,0.001216324,-0.6328275,0.005101094,-1.8254411,-0.002560311,-0.86571854,0.0012424586,-0.8517504,-0.004068963,-1.9174403,-0.0066461526,-0.66411084,0.00012608687,-0.0062450077,-0.0031173304,-5.2303425e-05,0.0021972815
-1.1157237,-0.0023719147,-2.8961306,-0.0014207251,-1.3416322,0.0066682026,-0.80498195,-0.0071176253,-2.4413633,-0.001978282,-0.7752107,0.007913157,-0.8131448,0.0019921567,-2.221629,0.00078790076,-0.7178612,-0.000107949134,-1.1132678,0.00021620095,-2.8589447,0.001613928,-1.3582551,0.00063920906,0.00055919774,0.0039504915,0.00024106994,0.0006249836
-0.7866092,0.013016531,-1.2950406,0.0042277584,-0.48770776,-0.012643073,-0.6130778,0.008755028,-1.5678941,-0.0052892976,-0.8206513,-0.016729996,-0.56641144,0.0075582936,-1.6920617,-0.0043409215,-0.81689304,0.0016856324,-0.6749108,-0.005651055,-1.529365,-0.008080586,-0.44991732,-0.00057946506,-0.007851919,-0.004658687,-0.0003170662,0.001012818
-0.8252569,0.0153444335,-1.7623746,0.007543736,-0.87564355,-0.020692002,-0.6413908,0.010378163,-1.6516258,-0.030888593,-0.7949937,0.0010254811,-0.6510714,0.0187335,-1.4437631,-0.005137765,-0.6760936,0.0018718662,-0.83600354,-0.005705964,-1.7689031,-0.009704631,-1.011768,-0.0003260288,-0.00774478,-8.167885e-05,-0.0008018072,0.0028117064
-0.8179313,0.010993855,-1.108127,0.0028194524,-0.28784692,-0.01205121,-0.6352419,0.009585325,-1.6300417,-0.0003767945,-1.1291114,-0.013673166,-0.5801613,0.012984864,-1.6645745,-0.0032554436,-1.0989305,0.0012075319,-0.78835094,-0.0038809301,-1.4867575,-0.00456227,-0.30447176,-0.0008444189,-0.004256882,0.0009338185,-0.0002820054,0.00036938023
