FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2
-0.49972293,-0.012969485,-0.9714377,0.0076127136,-0.6952544,0.0070295837,-0.39545846,0.0010638796,-0.7625859,0.0054897815,-0.5679033,-0.012829384,-0.46480566,-0.0071559586,-0.90440345,0.009063193,-0.2682466,-0.00672375,-0.63195956,-0.01212021,-0.94848615,-0.009325977,-0.34604892,-0.006538562,0.0006881405,0.0028282118,0.011084061,0.0048041423
-1.0130498,-0.00057074614,-2.3570771,0.0004289737,-1.2194264,0.0004186686,-0.92129284,7.078308e-05,-2.0971684,0.0003527864,-0.567801,-0.00055728294,-0.9842602,-0.00043551624,-2.3148246,0.000570463,-1.0160797,-0.00033169612,-1.0116929,-0.0005876506,-2.2799544,-0.00039817952,-0.7213249,-0.00040319003,6.524299e-05,7.58681e-05,0.0005873572,0.0002832194
-1.1469153,0.0032103714,-2.6419897,-0.0018441612,-0.7886518,-0.0017830897,-0.9942761,-0.0004225847,-2.8648236,-0.0016761846,-1.3411088,0.0037544295,-1.1291912,0.0019425554,-2.738134,-0.0022887923,-1.0340146,0.0017613657,-1.0850891,0.0032102047,-2.5293963,0.002279994,-0.87799954,0.001687685,-0.00015543471,-0.0006993306,-0.0026457775,-0.0014921282
-1.0485013,0.0009253826,-2.4704843,-0.00053833146,-1.0482374,-0.0003825277,-0.92364985,0.00010568951,-2.5178735,-0.00019850815,-1.1234486,0.0005895179,-1.0050503,9.381212e-05,-2.4149966,-0.00047640223,-0.8317818,0.00041234866,-1.0299265,0.000900588,-2.516257,0.0003542602,-1.2761836,0.00023784582,-4.7864916e-05,-0.00014829007,-0.00038374867,-0.00035245344
-0.8603818,-0.0042601535,-1.9911228,0.0024416638,-1.0420873,0.002295178,-0.7332888,0.00029203965,-1.8701426,0.0018645423,-0.90673786,-0.0041295867,-0.81263554,-0.0022669584,-1.8749406,0.003057396,-0.74265915,-0.0022202008,-0.87902015,-0.0035701478,-1.7437534,-0.0030244244,-0.50905925,-0.0022732187,0.00024332933,0.0009880168,0.0036612041,0.0014001504
-0.92810637,-0.0024710074,-2.2545326,0.0012589591,-1.4191706,0.0014074584,-0.7944985,0.00017173064,-2.1671362,0.0009535174,-1.0134134,-0.0024810964,-0.8536842,-0.0015490437,-2.0054078,0.001895247,-0.73860884,-0.0012336848,-0.9338104,-0.0022653537,-2.1584363,-0.0019755987,-0.91907585,-0.0012292233,0.00016811019,0.00052116904,0.002314345,0.000853925
-1.0443382,0.0008110311,-2.380377,-0.00038266275,-0.67824566,-0.0005475832,-0.91928875,-5.002634e-05,-2.4848192,-0.0003868728,-1.153471,0.00059908256,-1.0304174,0.00057106744,-2.453959,-0.00047007762,-0.901326,0.00038770214,-1.0248532,0.000964663,-2.406439,0.00044059008,-0.99533594,0.00027937908,-2.7592701e-05,-7.5415475e-05,-0.0007567415,-0.0004967004
-0.88949305,-0.0030661235,-2.0380173,0.0018593529,-1.0518796,0.0018410175,-0.7712505,0.00038605178,-1.8548461,0.001457382,-0.7202443,-0.0027235327,-0.8487319,-0.001663229,-1.9084858,0.0018781768,-0.698736,-0.0017483407,-0.9237699,-0.0024581663,-2.0528734,-0.0016783606,-0.8981347,-0.0016849348,0.00015609188,0.0007090389,0.0026127389,0.0012834161
-0.77491224,-0.006410963,-1.782754,0.0035247048,-1.3073328,0.003481586,-0.64122146,0.0006624765,-1.5905563,0.0027353233,-0.8471778,-0.0061965557,-0.7001004,-0.0035964963,-1.5954554,0.004271168,-0.7409982,-0.003417876,-0.80882317,-0.0060643135,-1.5357909,-0.004350544,-0.2101719,-0.0031366209,0.00034512143,0.0014477991,0.005449934,0.002496059
-1.0308704,0.00011148676,-2.4373846,-0.00018142816,-1.0175738,-0.00028594024,-0.87818617,-0.00012380618,-2.026176,-0.0002049976,-0.8943361,-0.00021862984,-1.0025587,-0.00012206752,-2.4056773,-1.3035722e-05,-1.1706401,0.00014789868,-0.99423856,-8.142274e-05,-1.9180114,8.921977e-05,0.33259067,0.00022496749,-3.260991e-05,-0.00015543983,-5.7536177e-05,-0.0001699198
-0.7330135,-0.007273824,-1.655151,0.0043175668,-1.0186844,0.0041894997,-0.6200801,0.0005613481,-1.4627646,0.0031216023,-0.67687523,-0.00710807,-0.6904589,-0.00400923,-1.5574081,0.0052319737,-0.6809108,-0.0038965847,-0.79062086,-0.0069144005,-1.4101918,-0.0053253127,-0.24111064,-0.0037813578,0.0004352835,0.0016466887,0.0063315304,0.0030377298
-0.75681794,-0.0077489642,-1.5981488,0.004508195,-0.7530452,0.004418055,-0.6558711,0.0005889547,-1.451064,0.0031909868,-0.42158118,-0.007684187,-0.75164104,-0.0044091633,-1.7455012,0.005355811,-0.8844651,-0.0040893466,-0.79953605,-0.0072286064,-1.3825911,-0.0053879237,0.004959792,-0.0039454796,0.00044206154,0.0017689388,0.0066642067,0.0034290527
-1.347826,0.0086047575,-3.2321095,-0.0049996665,-0.85979646,-0.0045604547,-1.1744523,-0.0006864049,-3.276251,-0.0038173492,-1.474733,0.008267097,-1.3401295,0.004483111,-3.3159766,-0.0060959607,-1.3431131,0.0043827165,-1.2267365,0.0076271584,-2.8982847,0.00556734,-0.41930923,0.004301887,-0.0004237995,-0.0019129417,-0.00704279,-0.0031481455
-0.7635249,-0.00741328,-1.5744551,0.004025284,-0.37814116,0.0042941757,-0.63975304,0.0005190226,-1.4885579,0.0030613672,-0.6585381,-0.0073807305,-0.7897597,-0.004056359,-1.7927634,0.0048179408,-0.8589503,-0.003823501,-0.80321896,-0.006754875,-1.2043881,-0.005328321,0.39130202,-0.0036229347,0.00039190284,0.0015451482,0.0060494593,0.002824641
-1.0697708,0.00112007,-2.5521166,-0.0006031431,-1.0249405,-0.0004991945,-0.93370336,4.779664e-05,-2.4972239,-0.00037680427,-1.1388706,0.0010970458,-1.0346525,0.0005599195,-2.4720426,-0.00096706115,-0.9464476,0.0005955929,-1.0419196,0.0011131885,-2.3505223,0.0008374285,-0.7359266,0.00045536738,-8.589239e-05,-0.0002168864,-0.00087322854,-0.0005154484
-0.7232258,-0.007947203,-1.4904311,0.004544664,-0.50111365,0.0044145696,-0.6071271,0.0006043848,-1.3653371,0.0036153481,-0.67870826,-0.008156092,-0.71168923,-0.004139938,-1.6307781,0.0053000012,-0.79921603,-0.00398765,-0.76818943,-0.0070880484,-1.2988305,-0.0054542474,-0.020338655,-0.003939986,0.0003151403,0.001723167,0.006747416,0.0024132584
-1.0685469,0.0017062742,-2.4428625,-0.0009630816,-0.7360598,-0.0012541236,-0.92972046,-8.291821e-05,-2.4800386,-0.00071664667,-1.2696564,0.0016108826,-1.0461307,0.0012383312,-2.502781,-0.0011030529,-1.0469236,0.00095051527,-1.0275269,0.0016609216,-2.3313975,0.0011899658,-0.55962795,0.0008524591,-8.961774e-05,-0.0004526102,-0.0016019614,-0.0010245228
-0.8597317,-0.0048928885,-1.9135447,0.0024099504,-0.9243099,0.0028070873,-0.7036826,0.00028877123,-1.9006398,0.0018393919,-0.9757013,-0.004627756,-0.8380083,-0.0025616665,-1.9778625,0.0032070577,-0.9277525,-0.0024669152,-0.8583507,-0.0044874633,-1.4614723,-0.0034698695,0.28794965,-0.0021969853,0.000273966,0.0010210406,0.0038855392,0.0018135891
-0.7377467,-0.007236504,-1.4610391,0.0042820433,-0.49204898,0.0039143953,-0.6226257,0.0005563432,-1.5447329,0.0029372848,-0.82039565,-0.007207904,-0.7274568,-0.0042609484,-1.6365662,0.0047690035,-0.7177633,-0.0038231313,-0.7849115,-0.0066628642,-1.3798009,-0.005134081,-0.24916352,-0.0036123008,0.00041301775,0.0015869394,0.006331641,0.0031191062
-0.77173424,-0.00669152,-1.5886703,0.0040443083,-0.5845759,0.0039500445,-0.68787384,0.00051954965,-1.3996509,0.0027242177,-0.4550741,-0.006630473,-0.7761271,-0.0038492824,-1.7522159,0.004590963,-0.7243992,-0.0034250356,-0.83468306,-0.0059240824,-1.5795708,-0.004794664,-0.48573992,-0.0033272943,0.00032587862,0.0015373866,0.0057073366,0.0026024673
-1.114437,0.002225969,-2.7764485,-0.0009916071,-1.4473665,-0.0014055874,-0.9861538,-0.00029660726,-2.364617,-0.0008376143,-0.8070102,0.0020429622,-1.056804,0.0014491845,-2.5437696,-0.0015538726,-1.1352589,0.0011926955,-1.0679936,0.0024044486,-2.3250868,0.0016301787,-0.41093445,0.0010367073,-0.0001663221,-0.00048771268,-0.0018481929,-0.0010178997
-0.8808,-0.0048146425,-1.9429301,0.002322697,-0.42560023,0.002474137,-0.74004334,0.00031186,-1.8222569,0.0019900785,-0.92386806,-0.0047574937,-0.8886285,-0.0025728662,-2.0771909,0.0030127075,-0.9786963,-0.0023925197,-0.8817247,-0.0040274737,-1.5192692,-0.0032216143,0.33265463,-0.0023710863,0.00022912881,0.00093680853,0.003548446,0.0019997414
-1.0887313,0.0015379973,-2.476776,-0.00082222745,-0.924852,-0.00091403443,-0.95080996,-4.9906434e-05,-2.5758872,-0.0004658969,-1.1344602,0.0015477668,-1.0598551,0.00076160394,-2.5830343,-0.0009022793,-1.0264909,0.0006579757,-1.0488305,0.0016029971,-2.4810362,0.001073258,-0.84647,0.00052716397,-8.708361e-05,-0.00033359462,-0.0011452865,-0.00065347645
-1.3549399,0.008724721,-3.0930293,-0.004756498,-0.30563402,-0.004604635,-1.167841,-0.0003097779,-3.53843,-0.0036748736,-1.8391387,0.008738199,-1.3686696,0.0045451308,-3.3815207,-0.0059715062,-1.4097849,0.004185454,-1.1996669,0.007456257,-2.9096754,0.0058466047,-0.62081134,0.004606478,-0.00043786247,-0.0019167666,-0.006586002,-0.0032711294
-0.8818877,-0.0043789055,-1.8059139,0.002470492,-0.25678754,0.0024542608,-0.7575803,0.0001218454,-2.0086174,0.0015730886,-0.9577504,-0.004462815,-0.9050305,-0.0024954039,-2.13372,0.0027706614,-0.93571055,-0.002202793,-0.89135337,-0.0035620201,-1.6455524,-0.0030933982,-0.13347131,-0.0021703402,0.00023304467,0.00092620356,0.0034808768,0.002208266
-0.9910934,-0.00014403835,-2.1442761,7.482059e-05,-0.4774012,8.502696e-05,-0.86296743,0.000111530186,-2.4295847,-0.00011773547,-1.2272105,-0.00044205226,-0.9918039,-0.000350276,-2.388721,0.00012392737,-0.82567793,-5.2288175e-05,-0.98308825,-9.886082e-05,-2.2550538,-0.0005269572,-1.0333701,-0.00020068698,1.6641978e-05,6.737304e-05,0.00033177529,2.6155729e-05
-0.77977717,-0.005585338,-1.5691849,0.0032163188,-0.5529472,0.0034665056,-0.6926427,0.00038708048,-1.5826375,0.0025759414,-0.7502682,-0.0059797233,-0.769976,-0.0035196962,-1.7238961,0.004037876,-0.7283884,-0.0029784841,-0.8413136,-0.0057106614,-1.7689562,-0.004293576,-0.6756718,-0.0028868546,0.00031608815,0.0012799329,0.004808208,0.0026827243
-1.179654,0.0039827544,-2.4813137,-0.0024028625,0.07995394,-0.0023896843,-1.0171325,-0.00019983179,-3.0839472,-0.0018973672,-1.6549691,0.0044276062,-1.221852,0.0027440926,-2.990991,-0.0031860964,-1.270913,0.0021894425,-1.0849996,0.0035731373,-2.490025,0.0029402198,-0.54312706,0.0022653863,-0.00024994544,-0.0009245826,-0.0034609605,-0.002559055
-1.3722099,0.008852961,-3.2651243,-0.005314594,-0.7276609,-0.0048369793,-1.2057071,-0.00073846173,-3.2738545,-0.0039095455,-1.4405733,0.008218573,-1.3774832,0.0047486024,-3.4132266,-0.0064015333,-1.5925491,0.0045554815,-1.2386215,0.008049413,-2.787083,0.0059665088,0.051252753,0.004359171,-0.00043494464,-0.0021033734,-0.00758229,-0.003108989
-1.3066329,0.00668264,-3.1503747,-0.0040413653,-0.84564716,-0.0037994469,-1.1780868,-0.0005492165,-3.1245642,-0.0030572168,-1.1608763,0.006876258,-1.299626,0.0038366877,-3.2063775,-0.0047483575,-1.3648697,0.0035662167,-1.2145262,0.0063526155,-3.0155487,0.0048286766,-0.8373133,0.0032769274,-0.00032494054,-0.0014017951,-0.0058142394,-0.0030356967
-0.43808666,-0.014365528,-0.67538524,0.008269376,-0.27292207,0.007826167,-0.3717317,0.001026871,-0.73502123,0.005903156,-0.64345586,-0.014201207,-0.4223657,-0.008085035,-0.76930505,0.009716138,-0.16876705,-0.007216383,-0.5956891,-0.012728229,-0.89866924,-0.010236077,-0.8916193,-0.007070516,0.0007358579,0.0032804802,0.011989169,0.0051956717
-0.99217105,-0.00019903667,-2.0632396,0.00031505805,-0.510322,0.00014022272,-0.87480104,5.0087925e-05,-2.3856013,3.7374906e-05,-1.0287809,1.9432977e-05,-0.99656487,0.00011440646,-2.4072037,0.00054659694,-0.93501055,-0.00024029799,-0.98390377,-0.00040833838,-2.3218117,-0.0004820563,-1.0220025,-0.00034544617,7.8750774e-05,8.363859e-05,0.0003988007,-0.00024227053
-1.0005137,-0.00010278821,-2.1420007,0.00017542671,-0.6248512,0.0002378989,-0.86761093,-0.00011052517,-2.4470205,0.00019815238,-1.1251764,-0.00015562773,-0.9823718,7.938687e-05,-2.3777597,0.00014145672,-0.85945356,-1.8564984e-05,-0.9861001,0.00022159144,-2.3476496,-0.0001608124,-1.1368433,-0.00023023691,-2.2539985e-05,8.5592736e-05,0.0002922425,-0.0001770067
-1.1169298,0.0019099712,-2.677332,-0.0012377175,-1.1323872,-0.0012409817,-1.0021998,-0.00012211711,-2.5698302,-0.00089144567,-0.94568264,0.0019282941,-1.0886819,0.0008753333,-2.5829864,-0.0012622932,-1.0329399,0.0010757623,-1.0861034,0.0014696559,-2.633584,0.0014863387,-0.9589633,0.0010334086,-6.7960005e-05,-0.00050652726,-0.0016062809,-0.00083714025
-1.1259742,0.0028543398,-2.5085595,-0.0016484885,-0.5831385,-0.0014506755,-1.0218598,-0.00018389965,-2.7646053,-0.0012994264,-1.0810916,0.0025089644,-1.1300273,0.0012662327,-2.7402248,-0.0017161109,-1.0281057,0.001539303,-1.0966728,0.0020734938,-2.8555632,0.0016174624,-1.4514135,0.0012723198,-0.000116599665,-0.0006081206,-0.0021004658,-0.0010452382
-1.0826852,0.0032477528,-2.4943793,-0.0014984626,-0.84392214,-0.0015179757,-0.93953264,-0.0004162148,-2.7612863,-0.0010809475,-1.3952016,0.0027294718,-1.0486287,0.0014641639,-2.5033014,-0.001940134,-0.7077853,0.0012628222,-1.0632694,0.0031056618,-2.6642718,0.0019614436,-1.6348295,0.0013756324,-0.00016786461,-0.00054984586,-0.0023800023,-0.00055952324
-1.0115585,0.0002424661,-2.3382313,7.843133e-05,-0.94375604,-0.00039068423,-0.8934387,4.3671345e-05,-2.3637948,-0.00012696767,-0.9498271,-4.408881e-05,-0.989135,-0.000103108585,-2.316728,2.8889626e-06,-0.80120146,0.00018090382,-1.0045214,-0.00023790915,-2.4084466,1.6191043e-05,-1.2262766,0.0002704719,-9.931915e-06,-1.4319085e-06,7.3244795e-05,3.9292034e-05
-1.1488218,0.0030813068,-2.717283,-0.0018292051,-1.0947387,-0.001473167,-1.028468,-0.00024254818,-2.7385209,-0.00124093,-1.0233185,0.0025264882,-1.1095408,0.001186463,-2.73697,-0.0018960945,-1.0266593,0.0016317712,-1.1057693,0.0027616331,-2.8563719,0.0019137217,-1.2940533,0.0013842899,-0.00015133759,-0.0005956539,-0.0021816716,-0.0009786072
-1.1064825,0.0031262822,-2.5382128,-0.0015047072,-1.0441562,-0.0012401836,-0.97566354,-0.00025439123,-2.66792,-0.0010805833,-1.1101437,0.0025889408,-1.070764,0.0012043286,-2.5890045,-0.0019096658,-0.915915,0.0012152623,-1.0810956,0.0026045656,-2.7101173,0.001801095,-1.2639748,0.0013132859,-0.00012757885,-0.000581115,-0.0022381023,-0.00022171205
-0.83752465,-0.0052334815,-1.6485887,0.0028956234,-0.21978259,0.0028707096,-0.739918,0.0004332026,-1.8258575,0.001936913,-0.8102988,-0.004156247,-0.85878897,-0.0024014106,-1.9781339,0.003424541,-0.80443317,-0.0025465665,-0.87417316,-0.0045340126,-1.8887324,-0.0033033164,-0.7808962,-0.0025381017,0.00026182918,0.0011732064,0.0041701794,0.001074078
-1.1109626,0.0023665484,-2.719014,-0.0015336219,-1.2813796,-0.0012191301,-0.9866383,-0.00025323278,-2.7161977,-0.0010253112,-1.0438466,0.002203364,-1.0650727,0.0009936206,-2.5808783,-0.001460324,-0.727871,0.0011361446,-1.094497,0.0023870403,-2.8488827,0.0016107596,-1.7558349,0.0008775303,-9.632483e-05,-0.00042815087,-0.0016976008,-0.00125818
-1.0761721,0.0019583907,-2.439708,-0.0010395078,-0.7826383,-0.001031395,-0.9630878,-5.082821e-05,-2.7429972,-0.0007473468,-1.216444,0.0015388764,-1.047546,0.00055342447,-2.5169764,-0.0011014203,-0.7911831,0.0009986423,-1.0600038,0.0015362566,-2.8449783,0.00091093034,-1.8528309,0.00081626046,-9.190611e-05,-0.00039426703,-0.001176348,-0.0003947583
-1.1021187,0.0016487371,-2.4053578,-0.0010319389,-0.4796841,-0.0011502504,-0.9973671,-0.00020384742,-2.6606512,-0.0008163196,-1.0415039,0.0016486365,-1.104557,0.0012147911,-2.6876183,-0.0011432441,-1.062721,0.0010939119,-1.0698851,0.0019205967,-2.7039883,0.0013105003,-1.246235,0.0006903587,-7.299089e-05,-0.0003609676,-0.0014852462,-0.0014733463
-1.0745778,0.0013392344,-2.5696158,-0.000694111,-1.3709738,-0.0008985875,-0.9715377,-7.3294155e-05,-2.3470297,-0.00051081413,-0.80463725,0.0012645647,-1.0265443,0.0005867323,-2.4067721,-0.0008264631,-0.8671503,0.0007647835,-1.0688727,0.0013948837,-2.63333,0.0010265671,-1.249193,0.0007060375,-8.110702e-05,-0.00037973933,-0.001141849,-0.00069385814
-1.1851137,0.0039539225,-2.7861114,-0.0023250515,-0.9522253,-0.0020855535,-1.0648746,-0.000398151,-2.8647857,-0.0019004843,-1.0756707,0.0035847425,-1.1698062,0.0019301986,-2.8560023,-0.0024638204,-0.9593091,0.002132535,-1.1448154,0.0038807103,-2.9891262,0.0026733046,-1.5264071,0.0018539354,-0.00019322871,-0.0009024758,-0.0031718872,-0.0016209758
-0.9836672,-0.0010924945,-2.30251,0.00042387564,-1.0375526,0.00058264285,-0.86501366,2.235116e-05,-2.3016112,0.00045818137,-0.9393892,-0.0011463985,-0.95750666,-0.0007650694,-2.2484584,0.0008033365,-0.82233316,-0.00057612546,-0.98541653,-0.0011941688,-2.272048,-0.0008284766,-0.88481677,-0.0005488908,0.00011456793,0.00018403865,0.0008694362,0.00052657723
-1.0006291,-0.0004914515,-2.4366744,0.00048343837,-1.5895603,0.00040466432,-0.8812282,0.00021956686,-2.0966544,0.0004391903,-0.69975823,-0.00067181885,-0.9428754,-0.00023191329,-2.2251973,0.00036290288,-0.9499446,-0.00037512556,-0.99599516,-0.0007809559,-2.2303424,-0.00039489847,-0.53507924,-0.0002122121,-2.7129427e-06,-5.49783e-06,0.0004487075,0.00039823074
-0.82159585,-0.004010925,-1.9466176,0.002590221,-1.3270502,0.0020495327,-0.70491457,-1.6185804e-05,-1.6379567,0.0016419231,-0.83942467,-0.0044159945,-0.7360245,-0.0019194512,-1.6243298,0.0025108196,-0.61036247,-0.0016749911,-0.8726223,-0.003047865,-1.8740492,-0.002779074,-0.6912376,-0.0018306756,0.00015115662,0.0007522276,0.003081061,0.0016146852
-1.051205,0.001068538,-2.6937063,-0.00056164525,-2.016464,-0.0008164309,-0.9286714,-0.00019555062,-2.3648274,-0.0006039548,-0.95300627,0.0007478632,-0.92606914,0.00055926386,-2.2126656,-0.0008681463,-0.8679503,0.00078059454,-1.0354413,0.0011828644,-2.5805147,0.0007655341,-1.0837595,0.00058885943,-4.3686712e-05,-0.00036022253,-0.00074677076,-0.00065992307
-1.1076524,0.0032173824,-2.9293637,-0.0016183006,-1.9708371,-0.0019904897,-0.9420537,5.383906e-05,-2.3752952,-0.0012249737,-1.0054293,0.003931891,-0.9846455,0.002167183,-2.2651753,-0.0026296284,-0.74805075,0.0014301594,-1.0896744,0.0028960602,-2.819329,0.0029738517,-1.1686214,0.0013398407,-0.00019107643,-0.00073034875,-0.0026503094,-0.0014150557
