FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2
-0.7039813,-0.007459541,-1.400095,0.00438861,-0.62297976,0.0044843964,-0.62369347,0.00060662255,-1.3953421,0.0034672143,-0.6459374,-0.007834048,-0.67199266,-0.0045621214,-1.4965601,0.005494774,-0.50717956,-0.003996788,-0.7952417,-0.0069003915,-1.7685592,-0.0054857517,-1.1663003,-0.004069521,0.00041480263,0.0017518087,0.006662633,0.0032092745
-1.1149259,0.0022537522,-2.727407,-0.0013866005,-1.0580163,-0.0016535409,-0.98944247,-0.00017629913,-2.5228355,-0.0010463926,-1.0734409,0.002599243,-1.0702995,0.0013517812,-2.509481,-0.0019045305,-0.9339838,0.0013173986,-1.0863131,0.0025178054,-2.6284297,0.0022458872,-1.0871965,0.0011266852,-0.0001534227,-0.00044506136,-0.0021281913,-0.0013075052
-1.0186999,0.00011964142,-2.43125,-0.00013107341,-1.1083386,0.00025521126,-0.89187,-6.78451e-05,-2.339169,0.00012610992,-0.9799273,-5.4225326e-05,-0.9801979,-8.0476515e-05,-2.3375642,0.00015646406,-0.9051843,-0.0001415927,-1.0059063,0.0001568133,-2.2249882,-0.00012101047,-0.738547,-0.00022629928,5.5184355e-05,5.529076e-05,6.971229e-05,4.011579e-05
-1.0283718,0.00079712644,-2.5994103,-0.0004690336,-1.5444474,-0.0002480643,-0.8966018,0.00011145871,-2.3908606,-0.0002877405,-0.9385903,0.0011153091,-0.9540094,0.00045140646,-2.2155669,-0.0007490739,-0.7961687,0.00036831386,-1.0237222,0.00022909511,-2.5198247,0.0005924385,-1.1417218,0.0003687851,-1.4051504e-05,-0.00016154163,-0.0004893197,-0.00020557968
-0.84027946,-0.0049484633,-1.9467143,0.0026699225,-1.1620085,0.0027201632,-0.7414117,0.00029309804,-1.7495507,0.0022788993,-0.60801744,-0.005177494,-0.79924655,-0.0027282555,-1.8310127,0.0036157677,-0.75715274,-0.0024673683,-0.88087845,-0.0046133064,-1.8875713,-0.0034264931,-0.70209754,-0.0024430905,0.00026592682,0.0010011061,0.0040402804,0.0019995328
-0.9516694,-0.0010191053,-2.3980987,0.00062891934,-1.6819589,0.0002621608,-0.8214663,-1.406658e-05,-2.1910133,0.0004297397,-1.0113584,-0.0010240665,-0.85618246,-0.00043903384,-1.9691329,0.0007663928,-0.6843342,-0.00040497445,-0.9654801,-0.0013383385,-2.3094978,-0.0007453216,-1.0371587,-0.0004943693,9.9607685e-05,0.00017929357,0.0008583795,0.00029720878
-1.0575039,0.001309054,-2.697861,-0.00069804955,-1.7112064,-0.00056841504,-0.91373247,-8.7275635e-05,-2.488953,-0.0006539868,-1.0426053,0.0011967681,-0.97273767,0.0007875599,-2.3854818,-0.0008429587,-0.9034605,0.0006492641,-1.0282111,0.001295886,-2.3640943,0.00066611636,-0.8100548,0.0005915249,-5.8435777e-05,-0.00022304337,-0.0009083301,-0.000561201
-0.9213937,-0.002549856,-2.1478415,0.001574615,-1.2205143,0.0017021857,-0.80977565,0.00029600598,-1.8581779,0.0011496032,-0.6278624,-0.002312447,-0.87449,-0.0013680486,-2.0283263,0.0016031843,-0.87929505,-0.0014989092,-0.93793637,-0.0021811258,-2.0120337,-0.0015979186,-0.57550216,-0.0014320831,0.00014079572,0.0006140189,0.002252221,0.0009913086
-0.98621637,-0.0011182856,-2.154007,0.0007140627,-0.59622705,0.0008952804,-0.8931503,5.9777638e-05,-2.188939,0.0005558063,-0.84450525,-0.0012134118,-0.9848248,-0.00087608304,-2.3351455,0.0009480538,-0.9411549,-0.0005637426,-0.99339366,-0.00095358025,-2.2724512,-0.0009544818,-0.8934568,-0.00070989225,7.583562e-05,0.00036636856,0.0009633899,0.0007423549
-0.9547903,-0.0011003306,-2.263471,0.0006967699,-1.4061975,0.00083507877,-0.83050203,7.4680895e-05,-2.0916815,0.0005659838,-0.7597691,-0.0013701767,-0.9073442,-0.0007072063,-2.1638029,0.0009204978,-0.7305243,-0.00078001013,-0.9734617,-0.001059819,-2.1903987,-0.0009567663,-0.8727739,-0.0007399465,9.825913e-05,0.00025138864,0.0010766741,0.00045168214
-0.7747735,-0.0053965077,-1.7340096,0.00359368,-1.183491,0.0028453781,-0.65518236,0.0004049968,-1.6281986,0.0025994056,-0.7879939,-0.005268801,-0.7078529,-0.0029611196,-1.6047622,0.00391392,-0.56079674,-0.0030590207,-0.8297162,-0.0045681614,-1.6228502,-0.0040606805,-0.8069154,-0.003367871,0.00029796548,0.001369775,0.004922976,0.0021922109
-0.9854244,-0.00085280836,-2.2843657,0.0004661223,-0.89136606,0.00062224735,-0.85393184,-2.7583214e-05,-2.1663723,0.00044401176,-0.99353796,-0.0011912854,-0.9556298,-0.00030903146,-2.2698345,0.0007985523,-0.9893566,-0.0005307067,-0.97703654,-0.00065300707,-2.0902905,-0.000750198,-0.27877086,-0.000599334,0.00010562199,0.00012667454,0.0005223034,0.0006536045
-0.98174685,-0.0017433604,-2.292446,0.0009033643,-0.9797167,0.0011225715,-0.89339495,9.373133e-05,-2.1753235,0.0006232974,-0.6829225,-0.0014484078,-0.96533,-0.0011217874,-2.2683377,0.0014315583,-0.8847475,-0.0007886626,-0.9927263,-0.0018844865,-2.3164327,-0.0013577938,-1.0772656,-0.0008842591,0.000113203714,0.00045044115,0.0015363554,0.00060986634
-1.3147371,0.007346561,-3.1517699,-0.004243708,-1.1124661,-0.003951125,-1.1810007,-0.00061774487,-3.226273,-0.0032373196,-1.0878594,0.0071841422,-1.301186,0.0039608367,-3.2017322,-0.0049710944,-1.2481308,0.003873339,-1.2250967,0.0063773235,-3.1813853,0.005010357,-1.2126019,0.0037112664,-0.0003594769,-0.0016155303,-0.00606166,-0.0027078553
-1.0099041,-0.0001645051,-2.1582804,3.3499673e-05,-0.35578245,0.00045546517,-0.8980443,-1.6438193e-05,-2.3084588,0.00022097025,-1.0539107,-0.00034628622,-1.0284137,-0.0005925251,-2.423535,0.00042450614,-0.9156403,-0.00021856464,-1.0090036,-0.0005465122,-2.3372462,-0.0004469594,-0.87279534,-0.0002532089,3.6874728e-05,0.00011071167,0.0002125185,0.00065023405
-0.9659955,-0.0014617797,-2.2802877,0.0009649256,-1.0935493,0.00075509865,-0.83301264,0.00031004008,-2.112401,0.0007874374,-0.99850833,-0.0014851196,-0.92403543,-0.0008308813,-2.163055,0.000881711,-0.88240904,-0.00083524967,-0.9577911,-0.001473912,-2.014986,-0.0010493761,-0.49311584,-0.0007896777,2.6993977e-05,0.00036833016,0.0013519479,0.00032206485
-1.1670988,0.0030771643,-2.680224,-0.0020395666,-0.746984,-0.0016672444,-1.0464654,-0.00020967668,-2.8512936,-0.001400434,-1.1073422,0.003407225,-1.1766526,0.0015746476,-2.8374958,-0.0021118987,-1.1021594,0.0015655961,-1.1186976,0.002744441,-2.6757662,0.0020181993,-0.9864955,0.0014239578,-0.00011490274,-0.0006764536,-0.002811199,-0.0010468722
-0.75901186,-0.0068664886,-1.5469593,0.0038913442,-0.65402424,0.0038302578,-0.6795758,0.0005703546,-1.6324557,0.0028887172,-0.6850811,-0.006715848,-0.7446869,-0.004055001,-1.6769866,0.004841562,-0.5783478,-0.0034434004,-0.82686555,-0.006357466,-1.8284407,-0.004887473,-1.2312726,-0.0033899993,0.0003325714,0.0015694008,0.005878835,0.0026180833
-0.9799987,-0.00072728284,-1.9143529,0.00053191,-0.1517899,0.0006707823,-0.8513693,-5.1008305e-05,-2.4642649,0.00018115668,-1.2556543,-0.00034256466,-0.99386203,-0.0007129209,-2.3870063,0.00084277056,-0.9289668,-0.00044403505,-0.9574114,-0.0005826885,-2.2224605,-0.0007886281,-1.0994135,-0.00033422746,6.1394065e-05,0.00028981292,0.0010573901,0.00052622287
-0.44142252,-0.0143976,-0.7295455,0.008458393,-0.38209516,0.007896211,-0.35125837,0.0009369489,-0.48105514,0.006018639,-0.4566027,-0.014060737,-0.4194852,-0.0077886386,-0.7235243,0.0095315585,-0.2173687,-0.007337405,-0.60316855,-0.012705715,-0.8260541,-0.009714726,-0.36162156,-0.007170329,0.0006761419,0.0032226911,0.011818527,0.0055952277
-0.89152426,-0.0034431666,-1.9089954,0.00182766,-0.5133327,0.0021393234,-0.7623881,0.00027742842,-2.0266542,0.0016769022,-1.0531175,-0.0035896413,-0.8916147,-0.0020862175,-2.0681562,0.0023880005,-0.8447432,-0.001929569,-0.89932275,-0.0031307675,-1.7433796,-0.0025543096,-0.3643552,-0.0018991195,0.00019633432,0.00076413364,0.0029390743,0.0015503755
-0.6115366,-0.010656629,-0.9678347,0.006122679,0.269207,0.0060113203,-0.5081415,0.0007113459,-1.2254634,0.0043832297,-0.88285434,-0.010434169,-0.6487967,-0.00607834,-1.3713974,0.0070485733,-0.45674053,-0.0053419424,-0.7100757,-0.009463228,-1.1185324,-0.0076052397,-0.378797,-0.0053222384,0.0005188701,0.0023594908,0.008821603,0.004424356
-0.85861456,-0.0044452474,-1.9209787,0.0023327023,-1.1507705,0.0024269568,-0.73147875,0.0003196,-1.7865485,0.0017963983,-0.654688,-0.004003835,-0.8236417,-0.0020495662,-1.92541,0.0029143598,-0.8437608,-0.0022175186,-0.8763435,-0.0039888853,-1.7389941,-0.0030219816,-0.39583278,-0.0021685497,0.00021178165,0.0009392435,0.0037334384,0.00062022917
-0.54639065,-0.012326732,-0.8315455,0.0071984823,-0.06176591,0.006734095,-0.4644073,0.0009086695,-0.95599926,0.0050761644,-0.5495124,-0.0124056665,-0.56698734,-0.0064950357,-1.2024529,0.008391712,-0.53342605,-0.0062533477,-0.6621642,-0.010887732,-1.0473127,-0.008672598,-0.31781358,-0.0061975615,0.0006093766,0.0027084872,0.0099834325,0.0048154136
-0.9181341,-0.0019420153,-1.9489559,0.0011848994,-0.6809094,0.0010426827,-0.7971429,0.00017496827,-1.9645573,0.0010007317,-0.9254079,-0.0015796637,-0.905452,-0.00074037537,-2.0661864,0.0011679316,-0.84434706,-0.00097178156,-0.9331207,-0.0020964602,-2.0696979,-0.00097450987,-0.6465282,-0.00092084985,6.918865e-05,0.000437723,0.001449517,0.00036138203
-1.0526273,0.0004930254,-2.2625508,-0.0003120266,-0.63842255,4.1984953e-05,-0.8680315,4.611991e-05,-2.7215223,-0.00029392354,-1.5128736,0.00042728148,-1.043578,-0.00029958133,-2.5503745,-0.00037273858,-1.1479709,-0.00015260279,-0.9790091,0.00017158594,-1.9829416,-6.299466e-05,-0.044452697,0.00037437025,1.2309116e-05,-0.00017116079,-2.5234185e-05,0.001087815
-0.96411383,-0.0012891311,-2.2591274,0.00072407816,-0.89356875,0.0007671546,-0.83885074,9.966851e-05,-2.185391,0.0005952646,-0.9672986,-0.0015762206,-0.9420005,-0.00085660256,-2.2524247,0.00070056133,-0.8085581,-0.00073938584,-0.97035426,-0.0012739031,-2.119091,-0.00096674357,-0.7837411,-0.0008020112,1.5163154e-05,0.00044695288,0.0011396483,0.00040201936
-0.9613841,-0.0014625657,-2.1539955,0.0008149231,-0.5382534,0.00060466863,-0.8287876,7.365586e-05,-2.244468,0.00032341108,-1.1810547,-0.0012189522,-0.95490336,-0.00079302955,-2.240878,0.0010108557,-0.9580675,-0.00069553405,-0.9385586,-0.0016133748,-1.9480033,-0.0011210972,-0.38865095,-0.00033931807,0.00011844229,0.00030307076,0.0013804864,0.00020227348
-0.8101332,-0.0051052775,-1.6535177,0.002694571,-0.30594042,0.0029041758,-0.69740355,0.0003110632,-1.9234885,0.00233569,-1.0628586,-0.004942801,-0.81901574,-0.0024946271,-1.8897063,0.00346738,-0.5660838,-0.0026902729,-0.86030424,-0.004315681,-1.8523452,-0.0034721326,-1.1106372,-0.002701086,0.00021328381,0.0012235171,0.0039866874,0.0011909287
-0.762228,-0.006153684,-1.4976261,0.0038689715,-0.46655405,0.0034544868,-0.63984746,0.00058375293,-1.6376808,0.0026900722,-0.8821333,-0.005780041,-0.7543272,-0.003467077,-1.7070391,0.004615796,-0.52758944,-0.003372908,-0.81969976,-0.0057322057,-1.7043457,-0.0045254016,-0.82344854,-0.0033608624,0.0003611271,0.0014051772,0.0055866083,0.00237989
-1.0384995,0.00044129416,-2.2666273,-0.00020733103,-0.7000557,-8.008443e-05,-0.9394421,-0.00019185129,-2.4979692,-0.0001261211,-0.955659,0.00074293837,-1.0355203,1.4901161e-07,-2.4642754,-3.1021424e-05,-0.9712307,0.00018425938,-1.0293229,0.00038693007,-2.4265282,9.729061e-05,-1.1009399,3.8629398e-05,4.8582908e-05,-3.6915299e-06,-0.000401265,0.0005312278
