FL A1 DF 1,FL A1 DF 2,FL A2 DF 1,FL A2 DF 2,FL A3 DF 1,FL A3 DF 2,FR A1 DF 1,FR A1 DF 2,FR A2 DF 1,FR A2 DF 2,FR A3 DF 1,FR A3 DF 2,BL A1 DF 1,BL A1 DF 2,BL A2 DF 1,BL A2 DF 2,BL A3 DF 1,BL A3 DF 2,BR A1 DF 1,BR A1 DF 2,BR A2 DF 1,BR A2 DF 2,BR A3 DF 1,BR A3 DF 2,SP A1 DF 1,SP A1 DF 2,SP A2 DF 1,SP A2 DF 2,T FL,T FR,T BL,T BR
-0.4240902348077178,0.0,-2.0207657987044163,0.0,0.8325950448142834,0.0,-1.4187404136056023,0.0,-2.694815809475462,0.0,-1.4540238508139351,0.0,-1.5408510688349581,0.0,-2.702773252844253,0.0,-1.3752795941924667,0.0,-0.42409023465169104,0.0,-2.0207657986469942,0.0,0.8325950448013373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.42441141143242733,0.0,-2.021973252891286,0.0,0.45579635827080534,0.0,-1.440154943314798,0.0,-2.801356912838003,0.0,-1.2309864984838765,0.0,-1.5627229095974773,0.0,-2.8042352886948434,0.0,-1.1500623594778752,0.0,-0.42441141127548887,0.0,-2.0219732528303678,0.0,0.45579635827116327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4146384684370643,0.0,-1.9610281820350366,0.0,0.12826172732548713,0.0,-1.464917877506759,0.0,-2.9082766047802786,0.0,-1.0038643227199855,0.0,-1.5827738199283017,0.0,-2.894009147339136,0.0,-0.9372938888030529,0.0,-0.4146384682797364,0.0,-1.9610281819760287,0.0,0.12826172733062347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4060731020297763,0.0,-1.879328762077201,0.0,-0.0918073643580346,0.0,-1.4801270447073116,0.0,-2.9730551577993154,0.0,-0.8267450602247011,0.0,-1.5926795260163003,0.0,-2.9417109528552237,0.0,-0.7661872829234784,0.0,-0.4060731018728059,0.0,-1.8793287620205237,0.0,-0.09180736436372205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4011506291114535,0.0,-1.7886971000719334,0.0,-0.28323978900049607,0.0,-1.447607959462538,0.0,-2.822380163731771,0.0,-0.8716413171119601,0.0,-1.5620095007596273,0.0,-2.7868372290235044,0.0,-0.8165421812579137,0.0,-0.4011506289560387,0.0,-1.7886971000162357,0.0,-0.2832397890146199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.40137273836604637,0.0,-1.6925743458256157,0.0,-0.4589829596812205,0.0,-1.4181752879079146,0.0,-2.6852721865029183,0.0,-0.8265447525085188,0.0,-1.5343730817469536,0.0,-2.650866542263336,0.0,-0.7716407392552416,0.0,-0.4013727382139085,0.0,-1.6925743457708085,0.0,-0.45898295969862346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4084281388500375,0.0,-1.5945441892662933,0.0,-0.6177185301605292,0.0,-1.3901948324257543,0.0,-2.55687130316607,0.0,-0.8071938365874645,0.0,-1.5073541507427257,0.0,-2.524173670665462,0.0,-0.7556658773853515,0.0,-0.408428138703131,0.0,-1.5945441892131034,0.0,-0.617718530176222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4238264727153358,0.0,-1.4988116545072376,0.0,-0.7537024513447794,0.0,-1.3630523965738561,0.0,-2.435521614134476,0.0,-0.808548918982166,0.0,-1.480402735008624,0.0,-2.404889885551544,0.0,-0.7608213854698835,0.0,-0.42382647257548456,0.0,-1.4988116544568442,0.0,-0.753702451354274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.43705482704972143,0.0,-1.466704518611576,0.0,-0.9691672433698608,0.0,-1.3563505085705305,0.0,-2.4056586500685286,0.0,-0.8085787252292653,0.0,-1.4742847391766047,0.0,-2.378225307133212,0.0,-0.7565803393970811,0.0,-0.43705482692628994,0.0,-1.466704518546205,0.0,-0.9691672434893186,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
-0.4459622586210936,0.0,-1.4571582483827128,0.0,-1.1631507939083106,0.0,-1.354377215460902,0.0,-2.396859299534884,0.0,-0.811549476815967,0.0,-1.4726524400837966,0.0,-2.371131424190237,0.0,-0.758049688457735,0.0,-0.44596225851438387,0.0,-1.457158248307365,0.0,-1.1631507940042876,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
