Front Left,Front Right,Back Left,Back Right
"((-0.35017380346013827, -0.3816439581997843), -3.0682642071758988)","((0.22495363186488876, -0.13036818442701467), -2.0855156828415318)","((0.1789525080146495, -0.1886160117149836), -2.8479683613180664)","((-0.32548788396791295, -0.3710060934243579), -2.4568996435466732)"
[-1.19670189 -3.06826421 -1.37942254         inf],[-0.52523471 -2.08551568 -1.07809247         inf],[-0.81168246 -2.84796836 -1.74686072         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.34429459313253025, -0.37928330608166194), -2.9570050348147987)","((0.22533977141674552, -0.1296996045400636), -2.240747490613197)","((0.17769618761826722, -0.18980006561098334), -2.8968237719089642)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.18124944 -2.95700503 -1.15983224         inf],[-0.52226519 -2.24074749 -1.09188307         inf],[-0.81832232 -2.89682377 -1.43874198         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.33654447610058447, -0.37600836653825614), -2.7876201663559925)","((0.2253067936321314, -0.1297568832209226), -2.2325633813621613)","((0.17979270716594445, -0.18781528811558698), -2.835154905206365)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.16072798 -2.78762017 -1.02269877         inf],[-0.52251939 -2.23256338 -1.25112549         inf],[-0.80721844 -2.83515491 -1.30810032         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.33038866000428174, -0.37327200985991016), -2.622011431675483)","((0.22536912300901585, -0.12964859580476407), -2.2357052046298245)","((0.18360304644627018, -0.18409215446522634), -2.720724153603334)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.14429707 -2.62201143 -0.90574608         inf],[-0.52203884 -2.2357052  -1.40816752         inf],[-0.78672836 -2.72072415 -1.22700451         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.3257173447026003, -0.37111393946130306), -2.463134192531183)","((0.22508478179115612, -0.13014161903875196), -2.3909780742454196)","((0.18754709108213358, -0.18007245382520307), -2.589895904282277)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13174645 -2.46313419 -0.83209949         inf],[-0.52422784 -2.39097807 -1.40343941         inf],[-0.76506843 -2.5898959  -1.16869528         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.3255550606373677, -0.3710376842461794), -2.4571519532466)","((0.2244774844057728, -0.13118635216689284), -2.368322945220832)","((0.18888762505876988, -0.17866579163247112), -2.533882644942213)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13130912 -2.45715195 -0.80678171         inf],[-0.52887561 -2.36832295 -1.56990766         inf],[-0.75759486 -2.53388264 -1.19547657         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554314008799384, -0.37103207951556244), -2.4567102521257076)","((0.22360356566641043, -0.13267043913874438), -2.3527157517962545)","((0.1894624604659197, -0.17805610372632502), -2.505850556076865)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127699 -2.45671025 -0.8065627          inf],[-0.53549978 -2.35271575 -1.72948019         inf],[-0.75437199 -2.50585056 -1.21445087         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554223830518436, -0.3710316555018384), -2.4566768246298265)","((0.22220625337740896, -0.13499770723969623), -2.3391695567189235)","((0.1897425857373559, -0.17775756287061922), -2.4907582298459676)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127456 -2.45667682 -0.80654939         inf],[-0.54594032 -2.33916956 -1.88071405         inf],[-0.75279742 -2.49075823 -1.22596043         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216993666674, -0.37103162335519746), -2.456674290254577)","((0.21900353930596728, -0.14013368535601872), -2.340452573098732)","((0.18988980505898992, -0.17760028697797423), -2.482316214439334)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127437 -2.45667429 -0.8065484          inf],[-0.56922061 -2.34045257 -1.99010371         inf],[-0.75196885 -2.48231621 -1.23276039         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216475246145, -0.3710316209176014), -2.4566740980791226)","((0.21110682636885894, -0.15176925861474203), -2.39143477102317)","((0.18997075886332118, -0.1775136918012069), -2.477493692225618)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.4566741  -0.80654833         inf],[-0.62331247 -2.39143477 -1.99138672         inf],[-0.75151292 -2.47749369 -1.236756           inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.3255421643593518, -0.3710316207327625), -2.456674083506777)","((0.20166229696586133, -0.16411068820297095), -2.4402491382962372)","((0.19001649629184866, -0.1774647320933652), -2.4747057835636945)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.68309288 -2.44024914 -2.04236892         inf],[-0.75125523 -2.47470578 -1.23910175         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216432954275, -0.3710316207187464), -2.4566740824017796)","((0.18369610138826287, -0.18399929982136629), -2.4871281800267786)","((0.19004275708639745, -0.17743660974838457), -2.4730829989679375)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.78622275 -2.48712818 -2.13706138         inf],[-0.75110724 -2.473083   -1.24047908         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.3255421643272824, -0.37103162071768364), -2.4566740823179893)","((0.16365494625672153, -0.202032320596754), -2.5292581017378057)","((0.19005797984565917, -0.17742030407196074), -2.4721346419396806)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.8899613  -2.5292581  -2.18040009         inf],[-0.75102145 -2.47213464 -1.24128802         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.325542164327111, -0.37103162071760304), -2.4566740823116358)","((0.16154325961068203, -0.20372475371038198), -2.530619769064663)","((0.1900668540661972, -0.17741079726267764), -2.4715791324784098)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.90036983 -2.53061977 -2.18019225         inf],[-0.75097143 -2.47157913 -1.24176323         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216432709815, -0.37103162071759704), -2.4566740823111544)","((0.16444292611774944, -0.20139146965507848), -2.545684828661584)","((0.19007204460267868, -0.17740523628280347), -2.4712532948046046)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.88605484 -2.54568483 -2.15146917         inf],[-0.75094217 -2.47125329 -1.24204244         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216432709715, -0.37103162071759654), -2.4566740823111175)","((0.17064314671635936, -0.1961655333608304), -2.594767958093952)","((0.1900750865046778, -0.17740197713170858), -2.471062020270126)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.85486576 -2.59476796 -2.06027768         inf],[-0.75092502 -2.47106202 -1.24220651         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216432709715, -0.37103162071759654), -2.4566740823111144)","((0.1767979813088713, -0.19063702107698807), -2.8247641178682223)","((0.1900768712606445, -0.17740006485839957), -2.4709496850171924)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.82304428 -2.82476412 -1.69400755         inf],[-0.75091496 -2.47094969 -1.24230292         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216432709715, -0.37103162071759654), -2.4566740823111144)","((0.17628761183919406, -0.19110907333780272), -2.8461408770827945)","((0.19007791912940317, -0.17739894210348628), -2.470883692573019)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.82571815 -2.84614088 -1.43668317         inf],[-0.75090905 -2.47088369 -1.24235957         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216432709715, -0.37103162071759654), -2.4566740823111144)","((0.17842840134389862, -0.1891118864425519), -2.776716015224959)","((0.19007853460103652, -0.17739828264084906), -2.470844918413176)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.8144575  -2.77671602 -1.31510224         inf],[-0.75090559 -2.47084492 -1.24239287         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216432709715, -0.37103162071759654), -2.4566740823111144)","((0.1818520133440153, -0.18582207953504365), -2.6638705479280094)","((0.19007889618648327, -0.17739789520884436), -2.470822134321131)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.79619553 -2.66387055 -1.23858711         inf],[-0.75090355 -2.47082213 -1.24241244         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
"((-0.32554216432709715, -0.37103162071759654), -2.4566740823111144)","((0.1853566917699279, -0.18232634701575073), -2.5366771766955045)","((0.19007910864475797, -0.17739766756306097), -2.470808745410757)","((-0.32548788396791295, -0.3710060934243579), -2.456899643546673)"
[-1.13127436 -2.45667408 -0.80654832         inf],[-0.77715662 -2.53667718 -1.18568595         inf],[-0.75090235 -2.47080875 -1.24242393         inf],[-1.13112806 -2.45689964 -0.8062241          inf]
